Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Predicted Cargo Metric TONS - Linear Regression,Predicted Cargo Metric TONS - RF,Predicted Cargo Metric TONS - GB
200909,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,-68.58843671233444,5.011009919999994,103.1334862470479
200803,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,213.31412665078437,39.99204316799994,202.80482320501653
201901,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,33.1680542814604,0.057416687999999924,79.50733109879648
200811,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,89.45011268594271,0.5537049839999998,-2.687899021790778
201602,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,238.52040354122687,21.31193332800003,197.0319194093834
201002,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,6.18551169366242,13.062564143999996,21.288123983981347
201504,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,438.7947194297342,1228.23678362,524.0168005993107
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,598.6618666156546,93.11141095200006,242.58718941542895
200610,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,428.08027676646225,661.0492380240009,425.35372596335986
201511,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,280.645791636259,139.27740825600011,211.89707580142746
201904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,34.572672104731055,119.2975030800001,60.053560676892275
201503,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,22.352353573301116,2.990929536,78.4259264265406
200905,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,-43.160051791593105,19.762041096,18.77589088649498
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,279.0209255752029,867.5385450479996,218.3065520185584
201908,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,190.9337152145024,152.25168823200013,207.37546978242815
202008,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,64.05239656107415,126.83778659999999,74.9953006268725
200808,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Combi,211.25537992352724,0.6741720720000007,194.18878949706405
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,622.1990421064697,90.43840058400001,245.09942251291534
200807,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,311.58425090257424,150.2963002799999,205.8770451660645
201310,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,401.589065440274,945.0853115399987,438.77176594271083
201502,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,85.19883497283331,43.18674796799994,-12.30469586220789
201909,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,113.36081626084047,65.50157275200004,52.65983426041189
201704,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,295.7791310899786,225.57034936800005,227.265092369445
201305,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,218.7454226755699,47.303353944000044,203.36481206857812
201010,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,86.07285812987607,12.205672919999992,106.83014181730212
201401,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,197.0239500947523,17.161325496,84.49023339281426
200709,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,-151.27112329157512,10.830062880000012,72.31212317381832
200606,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,194.70580773192728,271.5188500079999,185.98742257904766
201209,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Mail,Passenger,171.59800143762118,11.539466063999999,81.97800029532789
200703,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,187.32216127931724,124.3994870159999,200.29259010753015
201202,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,192.8344155726586,7.458739848000001,74.84842552051867
200508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,357.251337642276,179.37364788000002,254.46611934818753
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,761.6841520346343,27.09475725599998,523.8076496546689
201210,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,38.842406884612274,84.85270214400009,38.66551347351178
201706,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,229.34354776955774,162.15161709600022,169.62984927099035
201004,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,74.34593164929561,33.38564040000004,38.66551347351178
200610,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,165.0310803698976,21.77661024000002,203.36481206857812
201908,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,446.04502274050014,130.00237689599984,261.5452932790772
200508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,402.1006161061764,631.0267603920003,422.84149286587353
202011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,374.61154812012114,833.7411265679999,330.4555213869757
201205,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,157.6032715481415,236.885723424,326.99802568298054
202010,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,156.41778254304745,26.288034191999984,224.7528592719586
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,380.74632234833325,492.7832154000007,422.84149286587353
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,121.79075538334519,229.68050515200036,318.68648276487386
201006,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,109.53513323047105,2.150703576,148.6988724688665
201507,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,-91.40166914502879,3.879491112,-12.285921479487985
201405,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,321.98759031916256,387.67114965599956,222.86957874863288
201009,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,70.19859979609078,5.803621488000002,53.607253423492025
200707,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,2.3364332209685017,0.1739102399999999,200.29259010753015
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,624.0509011392423,240.6379797359998,245.09942251291534
201709,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,-22.07875989722993,6.145359192,98.77492915433497
201904,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,267.9414590413294,202.88486080800018,240.68313234879594
201503,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,34.38224843123385,15.418018224000004,60.61581718571207
201901,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,566.7106343601106,1.1894299199999994,311.6023391622773
201408,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,30.252394588148718,4.865109479999996,98.41247509000866
202006,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,187.88792167781048,10.630587743999994,96.23647272389915
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,500.2134411088023,546.1230237120002,454.05696912981773
200707,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,61.329820943302366,10.761356088000007,104.31790871981575
201402,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,192.85077686394766,0.3131200800000001,214.75505014957622
200609,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,229.03873436789718,11.433359952000004,197.95994101097241
200611,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,-477.6875780249575,24.760704023999956,-63.93821379699774
201404,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,57.0416290966491,1.3342371839999996,104.31790871981575
201107,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,410.33841774990333,423.03780638399985,425.35372596335986
201109,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,56.810297929243006,34.46001014400007,194.88771904992444
201504,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,159.53087447189478,126.08735075999995,211.89707580142746
201304,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,73.21109948667458,302.77022075999963,146.44597306886394
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,276.53537391659756,605.8567912320009,226.83881575140774
200604,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,-182.63696636656096,4.164837263999998,23.709638756488417
201009,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,248.87992834887723,268.25590562400043,185.98742257904766
201808,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,199.2411910176686,344.9310978959999,209.88770287991454
201811,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,292.8825330188481,377.8885444319998,233.21312912167764
201105,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,61.03411921177644,0.9739154879999999,-5.200132119277148
201708,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,-12.684110111901646,20.165273352000014,88.1878842368299
202008,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Mail,Passenger,-29.867085218302236,3.6796893839999996,117.18004159498233
201809,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,3.9132054742374294,2.339033759999996,101.28716225182134
200802,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,120.17147389964248,8.705223576,34.66081193936328
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,834.1036980364757,0.14072940000000003,461.9848212852655
200806,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,169.47580380147042,64.37373717599996,139.19200965485817
201601,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,-16.596615890582143,1.9438937280000013,29.820387716830677
202004,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Enplaned,Cargo,Freighter,2756.670318554802,2031.3718487399985,1675.3239877078254
201810,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,7.681351881294631,119.50616815199986,60.053560676892275
200807,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,213.28951722842203,36.15826586399997,202.80482320501653
201010,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,111.37982682053052,120.44901657599986,200.29259010753015
201101,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,193.45580348730982,7.128641520000009,74.84842552051867
200807,Jet Airways,9W,Jet Airways,9W,International,Asia,Deplaned,Cargo,Passenger,92.1080923547654,126.25408504799992,205.8770451660645
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,124.89154260101122,313.3506675600004,318.68648276487386
201109,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,703.8584060204807,80.37964367999994,506.02424680694963
201307,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,90.45733339585809,47.927725272000025,32.14857884187692
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,194.7119600875178,275.78047643999986,185.98742257904766
201905,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,292.30421159333105,309.6961348319998,233.21312912167764
201510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,189.14407827801847,63.22695926399996,194.519686311897
200702,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,340.8706563471426,196.856834328,422.2815040023119
200908,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,112.00736709077228,132.2987949359998,200.29259010753015
202008,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1321.2341182499017,343.90717300799986,1072.2787999329698
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,95.21431623077024,52.37708313600008,316.1742496673875
200801,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,65.30840298636804,10.723285439999998,38.66551347351178
201502,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,192.23554130488697,0.3422275919999994,242.42167278367572
201608,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,159.78518848040176,440.330036328,218.92191103989506
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,16.3974866639046,3.0899368079999987,-3.0032198811835307
200707,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,217.41956086429263,133.83777355200021,185.98742257904766
201502,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,374.13371673287224,229.94580218399972,433.88598969620915
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,701.3913114286472,1184.9836282660024,633.7646292697542
200704,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,411.48727970075106,70.6467303359999,332.9785085551605
201804,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,71.25624810103909,3.9769379999999988,79.72944311730065
201603,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,115.24343707156618,32.32299168000003,43.19307567221262
200812,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,-125.29761498688003,1.8407087999999994,74.8243562713047
200702,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,706.3624147458577,73.56207650400005,506.02424680694963
201801,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,398.568258845286,829.8972158399998,460.15981314609127
200705,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,453.4463065160005,1398.1479181239986,545.7299835926773
201403,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,254.99276232040506,322.8145462080002,188.49965567653405
201406,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,277.1752188980206,714.2754694319992,226.83881575140774
201706,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,35.79083851167093,216.30588688800023,60.053560676892275
200811,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,148.90667554796255,33.49051725599999,83.32749673697808
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,89.29630700924213,1.8148808159999974,28.452643620515744
200802,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-19.19121811874402,96.74536838400007,18.77589088649498
200807,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Mail,Passenger,44.834174694865624,2.489488343999998,51.09502032600566
201802,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,93.87975146016856,0.16711984799999993,162.29561026601834
200708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,61.32366858771161,9.335196864000007,104.31790871981575
201809,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,301.30302052553384,1324.6554420460016,242.20683231942527
201007,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,313.2103129037532,373.01283885600003,205.8770451660645
201305,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,2028.957370622851,1680.2063866299982,1408.6241420290216
201005,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,226.60240155401675,21.443450111999997,197.95994101097241
201812,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,49.00611561192659,4.118769647999997,49.922546775276324
200601,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,16.167764234273818,0.12557008800000008,202.80482320501653
202008,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,434.18837901637903,593.4478964399997,446.7417731667403
200908,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,-125.88824112357815,6.200612207999999,74.8243562713047
201808,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,797.3603376324849,4565.728916490002,587.3098174683685
201205,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,81.91461229436504,7.95426609600001,61.54871653720636
201906,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,-67.24925809515321,13.427331119999979,3.0820950885295404
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,49.58715121974592,0.7263496799999999,204.74646504652856
200702,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,-41.9111236066999,72.99628761600006,18.77589088649498
201801,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,244.62546900196435,186.6182613080001,224.7528592719586
201108,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,275.49625235678286,246.1277553839999,205.8770451660645
201505,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,3.0908768315871384,6.453820799999999,29.820387716830677
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,121.21858631341865,235.172585088,318.68648276487386
201301,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Cargo,Passenger,407.058289925214,69.73493536800001,203.36481206857812
201201,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,62.84746075012504,2.5335465120000014,38.66551347351178
200712,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,34.82612318563952,91.37793319199994,36.153280376025414
201908,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,434.8036145754397,432.31273344000033,446.7417731667403
201908,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,56.259449324630395,10.181505599999992,47.87622814797337
200808,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Mail,Passenger,-94.57424972821104,5.685522191999995,100.62125314956153
200706,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,165.3346132231295,142.40221329600018,200.29259010753015
200601,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,133.26090569063376,3.581376119999995,174.1312297660562
200710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,90.2371722527057,7.105888944000007,29.00041404207924
202011,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,15.22582491938715,6.5171070719999955,42.67617118736184
201704,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,162.18921378166192,178.25048438399998,156.49197114641686
201002,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,704.5167080686756,73.32528823199998,506.02424680694963
200610,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,150.76263234597855,124.82549452800018,72.3361924230323
201608,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,296.3697572266767,203.48046028799985,224.50636609842942
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,264.49830012810617,55.70774546400003,119.86954334586994
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,123.08890241296331,272.64459448799965,318.68648276487386
201602,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,196.49784953893732,212.66925321600013,214.40930889891385
201806,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,278.8308467370298,252.2167502399998,224.7528592719586
201610,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,271.78956356945014,270.14750834400036,207.12897660889897
201810,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,3.9070531186468997,1.7373378959999979,101.28716225182134
201001,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,168.27609446130168,83.98791374399993,139.19200965485817
201706,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,-148.2867155636343,0.03819311999999993,-10.342865107236051
201903,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,408.227175422865,432.0522264240005,444.22954006925397
201911,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Mail,Passenger,-199.01204223320724,0.7759145520000007,11.328987434253344
201708,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Cargo,Passenger,47.72057182385288,84.03423537599993,209.88770287991454
200703,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,169.2972400818437,1.0710539279999993,88.26646549986962
201611,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,404.0542637598485,382.2106266719995,557.5367848855678
201010,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Cargo,Freighter,256.6054090581483,80.64912744000002,330.0702476440285
201104,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,-81.60865324863448,0.18919202400000007,43.50451287943838
201907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,348.64419217101636,314.5250651760003,287.70246115738996
201204,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,476.9834820068154,477.7160386320002,325.5295100541494
201005,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,295.65698913004826,387.14351760000034,205.8770451660645
201801,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,199.28425750680276,346.56553209599997,209.88770287991454
200701,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,41.973955880231415,66.30009472799999,38.66551347351178
201304,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,296.8573998922798,13.395093768000027,229.88981322178464
201406,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,48.12201689064432,10.060426151999993,44.68554410887475
201409,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,30.537931338986255,67.65433567199999,44.68554410887475
200604,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,2.9701258468012384,0.06895173600000004,200.29259010753015
201502,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,497.9701970014521,17.68192221600002,360.5693840611494
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,674.1750272946492,2124.917550126002,641.3494533717834
201301,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,81.11298740071425,9.77712119999999,146.18663937138012
201804,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,195.25507370963487,243.39248387999993,227.265092369445
201612,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,51.96610392785783,4.118769648,77.87331738699116
201708,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,211.2491886566927,446.87666368799967,173.28086850315762
201106,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,-153.7136084610463,0.3029503679999995,72.31212317381832
201801,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,292.9440565747543,400.8565713599996,233.21312912167764
201311,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,107.65866477533586,17.389985255999974,148.6988724688665
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,192.6692071235941,86.08031157600004,74.84842552051867
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,674.1873320058305,1982.259379530002,641.3494533717834
201302,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,57.66916936689108,1.988713944000004,104.31790871981575
201802,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,567.3197175635805,3.5067861359999997,311.6023391622773
200507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,251.96841085536198,277.8278998319998,185.98742257904766
201210,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,117.43104688115159,136.34733369600005,203.36481206857812
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,226.56548742047312,28.61966066400001,197.95994101097241
